ubica_geo,entidad,desc_ent,municipio,desc_mun
"30026","30","Veracruz de Ignacio de la Llave","026","Banderilla"
"30028","30","Veracruz de Ignacio de la Llave","028","Boca Del Rio"
"30031","30","Veracruz de Ignacio de la Llave","031","Carrillo Puerto"
"30032","30","Veracruz de Ignacio de la Llave","032","Catemaco"
"30034","30","Veracruz de Ignacio de la Llave","034","Cerro Azul"
"30038","30","Veracruz de Ignacio de la Llave","038","Coatepec"
"30039","30","Veracruz de Ignacio de la Llave","039","Coatzacoalcos"
"30040","30","Veracruz de Ignacio de la Llave","040","Coatzintla"
"30043","30","Veracruz de Ignacio de la Llave","043","Comapa"
"30044","30","Veracruz de Ignacio de la Llave","044","Córdoba"
"30046","30","Veracruz de Ignacio de la Llave","046","Cosautlán De Carvajal"
"30047","30","Veracruz de Ignacio de la Llave","047","Coscomatepec"
"30048","30","Veracruz de Ignacio de la Llave","048","Cosoleacaque"
"30052","30","Veracruz de Ignacio de la Llave","052","Cuichapa"
"30055","30","Veracruz de Ignacio de la Llave","055","Chalma"
"30058","30","Veracruz de Ignacio de la Llave","058","Chicontepec"
"30059","30","Veracruz de Ignacio de la Llave","059","Chinameca"
"30060","30","Veracruz de Ignacio de la Llave","060","Chinampa De Gorostiza"
"30061","30","Veracruz de Ignacio de la Llave","061","Las Choapas"
"30062","30","Veracruz de Ignacio de la Llave","062","Chocamán"
"30065","30","Veracruz de Ignacio de la Llave","065","Emiliano Zapata"
"30068","30","Veracruz de Ignacio de la Llave","068","Fortín"
"30071","30","Veracruz de Ignacio de la Llave","071","Huatusco"
"30073","30","Veracruz de Ignacio de la Llave","073","Hueyapan De Ocampo"
"30079","30","Veracruz de Ignacio de la Llave","079","Ixhuacán De Los Reyes"
"30080","30","Veracruz de Ignacio de la Llave","080","Ixhuatlán Del Café"
"30083","30","Veracruz de Ignacio de la Llave","083","Ixhuatlán De Madero"
"30085","30","Veracruz de Ignacio de la Llave","085","Ixtaczoquitlán"
"30086","30","Veracruz de Ignacio de la Llave","086","Jalacingo"
"30087","30","Veracruz de Ignacio de la Llave","087","Xalapa"
"30089","30","Veracruz de Ignacio de la Llave","089","Jáltipan"
"30092","30","Veracruz de Ignacio de la Llave","092","Xico"
"30093","30","Veracruz de Ignacio de la Llave","093","Jilotepec"
"30094","30","Veracruz de Ignacio de la Llave","094","Juan Rodríguez Clara"
"30095","30","Veracruz de Ignacio de la Llave","095","Juchique De Ferrer"
"30099","30","Veracruz de Ignacio de la Llave","099","Maltrata"
"30101","30","Veracruz de Ignacio de la Llave","101","Mariano Escobedo"
"30105","30","Veracruz de Ignacio de la Llave","105","Medellín De Bravo"
"30108","30","Veracruz de Ignacio de la Llave","108","Minatitlán"
"30109","30","Veracruz de Ignacio de la Llave","109","Misantla"
"30111","30","Veracruz de Ignacio de la Llave","111","Moloacán"
"30114","30","Veracruz de Ignacio de la Llave","114","Nautla"
"30115","30","Veracruz de Ignacio de la Llave","115","Nogales"
"30118","30","Veracruz de Ignacio de la Llave","118","Orizaba"
"30122","30","Veracruz de Ignacio de la Llave","122","Pajapan"
"30123","30","Veracruz de Ignacio de la Llave","123","Pánuco"
"30124","30","Veracruz de Ignacio de la Llave","124","Papantla"
"30127","30","Veracruz de Ignacio de la Llave","127","La Perla"
"30128","30","Veracruz de Ignacio de la Llave","128","Perote"
"30130","30","Veracruz de Ignacio de la Llave","130","Playa Vicente"
"30131","30","Veracruz de Ignacio de la Llave","131","Poza Rica De Hidalgo"
"30133","30","Veracruz de Ignacio de la Llave","133","Pueblo Viejo"
"30135","30","Veracruz de Ignacio de la Llave","135","Rafael Delgado"
"30138","30","Veracruz de Ignacio de la Llave","138","Rio Blanco"
"30141","30","Veracruz de Ignacio de la Llave","141","San Andrés Tuxtla"
"30142","30","Veracruz de Ignacio de la Llave","142","San Juan Evangelista"
"30143","30","Veracruz de Ignacio de la Llave","143","Santiago Tuxtla"
"30147","30","Veracruz de Ignacio de la Llave","147","Soledad Atzompa"
"30154","30","Veracruz de Ignacio de la Llave","154","Tantima"
"30155","30","Veracruz de Ignacio de la Llave","155","Tantoyuca"
"30156","30","Veracruz de Ignacio de la Llave","156","Tatatila"
"30157","30","Veracruz de Ignacio de la Llave","157","Castillo De Teayo"
"30160","30","Veracruz de Ignacio de la Llave","160","Álamo Temapache"
"30162","30","Veracruz de Ignacio de la Llave","162","Tenampa"
"30164","30","Veracruz de Ignacio de la Llave","164","Teocelo"
"30167","30","Veracruz de Ignacio de la Llave","167","Tepetzintla"
"30170","30","Veracruz de Ignacio de la Llave","170","Texcatepec"
"30174","30","Veracruz de Ignacio de la Llave","174","Tierra Blanca"
"30175","30","Veracruz de Ignacio de la Llave","175","Tihuatlán"
"30177","30","Veracruz de Ignacio de la Llave","177","Tlacolulan"
"30188","30","Veracruz de Ignacio de la Llave","188","Totutla"
"30189","30","Veracruz de Ignacio de la Llave","189","Tuxpan"
"30192","30","Veracruz de Ignacio de la Llave","192","Vega De Alatorre"
"30193","30","Veracruz de Ignacio de la Llave","193","Veracruz"
"30199","30","Veracruz de Ignacio de la Llave","199","Zaragoza"
"30201","30","Veracruz de Ignacio de la Llave","201","Zongolica"
"30202","30","Veracruz de Ignacio de la Llave","202","Zontecomatlán De López Y Fuentes"
"30203","30","Veracruz de Ignacio de la Llave","203","Zozocolco De Hidalgo"
"30206","30","Veracruz de Ignacio de la Llave","206","Nanchital De Lázaro Cárdenas Del Rio"
"30208","30","Veracruz de Ignacio de la Llave","208","Carlos A. Carrillo"
"30211","30","Veracruz de Ignacio de la Llave","211","San Rafael"
"31002","31","Yucatán","002","Acanceh"
"31005","31","Yucatán","005","Bokobá"
"31013","31","Yucatán","013","Conkal"
"31014","31","Yucatán","014","Cuncunul"
"31015","31","Yucatán","015","Cuzamá"
"31017","31","Yucatán","017","Chankom"
"31019","31","Yucatán","019","Chemax"
"31021","31","Yucatán","021","Chichimilá"
"31022","31","Yucatán","022","Chikindzonot"
"31023","31","Yucatán","023","Chocholá"
"31027","31","Yucatán","027","Dzidzantún"
"31028","31","Yucatán","028","Dzilam De Bravo"
"31029","31","Yucatán","029","Dzilam González"
"31030","31","Yucatán","030","Dzitás"
"31032","31","Yucatán","032","Espita"
"31034","31","Yucatán","034","Hocabá"
"31035","31","Yucatán","035","Hoctún"
"31037","31","Yucatán","037","Huhí"
"31038","31","Yucatán","038","Hunucmá"
"31040","31","Yucatán","040","Izamal"
"31041","31","Yucatán","041","Kanasín"
"31045","31","Yucatán","045","Kopomá"
"31048","31","Yucatán","048","Maxcanú"
"31050","31","Yucatán","050","Mérida"
"31051","31","Yucatán","051","Mocochá"
"31052","31","Yucatán","052","Motul"
"31053","31","Yucatán","053","Muna"
"31056","31","Yucatán","056","Oxkutzcab"
"31059","31","Yucatán","059","Progreso"
"31065","31","Yucatán","065","San Felipe"
"31070","31","Yucatán","070","Sucilá"
"31072","31","Yucatán","072","Suma"
"31073","31","Yucatán","073","Tahdziú"
"31076","31","Yucatán","076","Tecoh"
"31078","31","Yucatán","078","Tekantó"
"31079","31","Yucatán","079","Tekax"
"31080","31","Yucatán","080","Tekit"
"31083","31","Yucatán","083","Telchac Puerto"
"31084","31","Yucatán","084","Temax"
"31085","31","Yucatán","085","Temozón"
"31089","31","Yucatán","089","Ticul"
"31090","31","Yucatán","090","Timucuy"
"31093","31","Yucatán","093","Tixkokob"
"31094","31","Yucatán","094","Tixmehuac"
"31096","31","Yucatán","096","Tizimín"
"31097","31","Yucatán","097","Tunkás"
"31098","31","Yucatán","098","Tzucacab"
"31101","31","Yucatán","101","Umán"
"31102","31","Yucatán","102","Valladolid"
"31104","31","Yucatán","104","Yaxcabá"
"32001","32","Zacatecas","001","Apozol"
"32005","32","Zacatecas","005","Calera"
"32007","32","Zacatecas","007","Concepción Del Oro"
"32009","32","Zacatecas","009","Chalchihuites"
"32010","32","Zacatecas","010","Fresnillo"
"32011","32","Zacatecas","011","Trinidad García De La Cadena"
"32012","32","Zacatecas","012","Genaro Codina"
"32014","32","Zacatecas","014","General Francisco R. Murguía"
"32017","32","Zacatecas","017","Guadalupe"
"32018","32","Zacatecas","018","Huanusco"
"32020","32","Zacatecas","020","Jerez"
"32022","32","Zacatecas","022","Juan Aldama"
"32023","32","Zacatecas","023","Juchipila"
"32024","32","Zacatecas","024","Loreto"
"32026","32","Zacatecas","026","Mazapil"
"32029","32","Zacatecas","029","Miguel Auza"
"32034","32","Zacatecas","034","Nochistlán De Mejía"
"32035","32","Zacatecas","035","Noria De Ángeles"
"32036","32","Zacatecas","036","Ojocaliente"
"32037","32","Zacatecas","037","Pánuco"
"32038","32","Zacatecas","038","Pinos"
"32039","32","Zacatecas","039","Rio Grande"
"32040","32","Zacatecas","040","Sain Alto"
"32042","32","Zacatecas","042","Sombrerete"
"32046","32","Zacatecas","046","Tepetongo"
"32048","32","Zacatecas","048","Tlaltenango De Sánchez Román"
"32049","32","Zacatecas","049","Valparaíso"
"32050","32","Zacatecas","050","Vetagrande"
"32051","32","Zacatecas","051","Villa De Cos"
"32052","32","Zacatecas","052","Villa García"
"32053","32","Zacatecas","053","Villa González Ortega"
"32054","32","Zacatecas","054","Villa Hidalgo"
"32055","32","Zacatecas","055","Villanueva"
"32056","32","Zacatecas","056","Zacatecas"
